"name","origin","threat","speakers","lat","lon","desc"
"Aleut (Eastern)","United States of America","Critically endangered","150",54.7212,-164.4433,"Atka
Traditionally spoken in the Aleutian Islands, the Pribilof Islands, and the Alaska Peninsula west of Stepovak Bay. Atka is the location where the dialects of Eastern and Western Aleut are separated.
"
"Aleut (Western)","United States of America","Severely endangered","150",52.2304,-174.1978,"Atka
Traditionally spoken in the Aleutian Islands, the Pribilof Islands, and the Alaska Peninsula west of Stepovak Bay. Atka is the location where the dialects of Eastern and Western Aleut are separated.
"
"Amblong","Vanuatu","Definitely endangered","150",-15.4933,166.9846,"Santo"
"Arguni","Indonesia","Vulnerable","150",-2.6632,132.5418,"Irian Jaya"
"Assiniboine (United States of America)","United States of America","Critically endangered","150",48.4466,-114.8783,"On Fort Belknap and Fort Peck reservations in Montana and on Whitebear, Carry the Kettle, and Mosquito-Grizzly Bearäó»s Head reserves in Saskatchewan."
"Baki","Vanuatu","Vulnerable","150",-16.7013,168.145,"Epi Island"
"Cacua","Colombia","Severely endangered","150",0.9166,-69.5,"Zona entre los rí_os Vaupí©s, Tiquií©, Querari y Papurí_, zona de Wacara. A 30 Kilí_metros al oriente de Mití_, en la regií_n del bajo Vaupí©s, Departamento del Vaupí©s, Colombia."
"Camarines Norte Agta","Philippines","Severely endangered","150",14.0135,122.8873,""
"Cubeo (Brazil)","Brazil","Definitely endangered","150",1.2713,-67.8076,""
"Gwich'in (United States of America)","United States of America","Severely endangered","150",68.1171,-145.5173,"Arctic Village and Venetie, Alaska"
"Hiw","Vanuatu","Definitely endangered","150",-13.1343,166.5671,"Hiw Island, Torres Islands"
"Katxuyana-Xikuyíçna","Brazil","Vulnerable","150",2.043,-55.4589,""
"Ket","Russian Federation","Severely endangered","150",62.6236,87.7148,"the villages of Farkovo, Serkovo, Kellog, Kangatovo, Baklanikha, Vereshchagino, Surgutikha, Verkhneimbatsk, Bakhta, Goroshikha and Maduyka in Turukhansk County in the north of Krasnoyarsk Region and the village of Sulomay in Baykit County in the west of the former Evenki Autonomous District"
"Koyukon","United States of America","Critically endangered","150",66.3375,-151.1608,"along the Koyukon and Yukon Rivers of central Alaska "
"Malmariv","Vanuatu","Vulnerable","150",-15.2656,166.9104,"Northern central Santo Island"
"Mt. Iraya Agta","Philippines","Definitely endangered","150",13.459,123.5467,""
"Ocaina (Peru)","Peru","Critically endangered","150",-2.8552,-71.9824,"Depto. de  Loreto, prov. de Mariscal Castilla, cuenca  de l rí_o Yahuasyaco, aldeas de Nueva Esperanza y Puerto Isango; algunos pocos en el rí_o Putumayo."
"Papapana","Papua New Guinea","Definitely endangered","150",-5.8974,155.2505,"Northern part of the east coast of Bongainville Island, Bougainville Province"
"Quechan","United States of America","Definitely endangered","150",32.7279,-114.7255,"Quechan Indian Nation of southeastern California, adjacent to Yuma, Arizona. "
"Southern Ayta","Philippines","Critically endangered","150",13.027,124.1549,""
"Tundra Yukagir","Russian Federation","Critically endangered","150",69.1654,154.4732,"earlier a belt extending from the lower Indigirka in the west close to the lower Kolyma basin in the east in the Republic of Sakha (Yakutia), now largely concentrated in the villages of Andryushkino and Kolymskoye in Lower Kolyma (Nizhnekolymskiy) County"
"Tupari","Brazil","Definitely endangered","150",-12.0876,-62.4792,""
"Wari","Indonesia","Definitely endangered","150",-3.2173,138.4497,"Irian Jaya"
"Yavapai","United States of America","Severely endangered","150",34.5638,-112.4453,"Yavapai is spoken in four small reservation communities, Prescott, Fort McDowell, Camp Verde, and Clarkdale.  "
"Mlabri","Lao People's Democratic Republic, Thailand","Definitely endangered","149",18.4796,101.0961,""
"Negidal","Russian Federation","Critically endangered","147",52.942,139.779,"a number of villages including Tyr, Beloklinka and Kaläó»ma in Uläó»cha County and Vladimirovka in the County of Polina Osipenko in Khabarovsk Region"
"Suarmin","Papua New Guinea","Definitely endangered","145",-5.0526,141.9818,"Kenu (Hok) River, close to Irian Jaya border, Telefomin District, Sandaun (West Sepik) Province"
"Kickapoo (Mexico)","Mexico","Critically endangered","144",28.0,-101.75,"Localities of Ciudad Melchor Mí_zquiz and El Nacimiento de los Kikapí_es in the state of Coahuila"
"Wab","Papua New Guinea","Vulnerable","142",-5.6296,146.39,"Near Saidor, on the north coast of Huon Peninsula, Madang Province"
"Motocintlec","Mexico","Critically endangered","141",15.3709,-92.2484,"Municipality of Motozintla, state of Chiapas"
"Dengalu","Papua New Guinea","Definitely endangered","140",-7.0572,146.3598,"Inland to the southwest of the western extremity of the Huon Gulf, Morobe Province"
"Dimbong","Cameroon","Critically endangered","140",4.7078,10.6567,""
"Kunbarlang","Australia","Severely endangered","140",-12.0661,134.0661,""
"Machineri (Bolivia)","Bolivia (Plurinational State of)","Severely endangered","140",-11.146,-69.0161,""
"Taworta","Indonesia","Vulnerable","140",-3.2776,138.7902,"Irian Jaya"
"âHoa","Botswana","Critically endangered","140",-24.1668,24.4885,"Pointer in geographic centre of settlement area."
"Handuri","India","Critically endangered","138",31.0011,77.3107,"Himachal Pradesh"
"Suruahíç","Brazil","Vulnerable","136",-6.8828,-66.9726,""
"Kutenai","Canada, United States of America","Severely endangered","135",49.6467,-115.7372,"Spread over 4 communities in Canada"
"Nauna","Papua New Guinea","Vulnerable","130",-2.2159,148.1986,"Nauna Island, east of Manus Island, Manus province"
"Okanagan","Canada, United States of America","Definitely endangered","130",50.3059,-119.3228,"Spread over 13 communities in Canada"
"Piu","Papua New Guinea","Definitely endangered","130",-6.9591,146.4257,"Spoken in one village (Sipoma?), east of Lae town, southern coast of Huon Peninsula Morobe Province"
"Ocaina (Colombia)","Colombia","Severely endangered","126",-2.0,-71.5,"Departamento del Amazonas. En el rí_o Ingaríç-Paraníç, y el bajo Putumayo."
"Yuki","Bolivia (Plurinational State of)","Severely endangered","125",-16.2463,-65.0061,"Province of Chapare (Cochabamba) and Ichilo (Santa Cruz)"
"Asurini do Xingu","Brazil","Vulnerable","124",-3.9095,-52.4707,""
"Nahukwa","Brazil","Definitely endangered","124",-12.1043,-53.2944,"The group lives in the indigenous lands Parque Indí_gena do Xingu, Municipality of QueríÈncia, Mato Grosso State - Brazil."
"Aputai","Indonesia","Critically endangered","120",-7.6511,126.4086,"Maluku"
"Budibud","Papua New Guinea","Vulnerable","120",-9.2973,153.6891,"Lachlan Islands, 150km est of Woordlark Island, Milne Bay Province"
"Capanahua","Peru","Severely endangered","120",-6.5991,-74.2895,"Departamento de  Loreto, provincia de  Requena, distritos de  Alto Tapiche y Emilio San Martí_n. Cuenca de los rí_os Tapiche y Buncuya"
"Dí¢w","Brazil","Vulnerable","120",0.2197,-68.7744,""
"Ili Turk","China","Severely endangered","120",44.0244,81.145,"Ili Valley near Kuldja, Xinjiang; an outlying dialect of Uzbek"
"Lamu","China","Critically endangered","120",26.2434,100.8654,""
"Obokuitai","Indonesia","Vulnerable","120",-2.9046,138.0816,"Irian Jaya"
"Polonomombauk","Vanuatu","Definitely endangered","120",-15.4907,167.0814,"Santo"
"Samre","Cambodia","Critically endangered","120",12.1166,103.0833,""
"Tutuba","Vanuatu","Definitely endangered","120",-15.5727,167.275,"Tutuba Island, off southeastern coast of Santo"
"Northern Tutchone","Canada","Definitely endangered","115",62.8255,-136.5838,"Spread over 3 communities in Canada"
"Dubu","Indonesia","Vulnerable","110",-3.5134,140.8612,"Irian Jaya"
"Haisla","Canada","Critically endangered","110",53.9745,-128.6443,"Spread over 1 communities in Canada"
"Heiltsuk","Canada","Critically endangered","105",52.1591,-128.1546,"Spread over 2 communities in Canada"
"Kwegu","Ethiopia","Critically endangered","103",5.4191,36.0791,""
"Adnyamathanha","Australia","Definitely endangered","100",-30.6,138.6035,""
"Ainbai","Papua New Guinea","Severely endangered","100",-3.1,141.2,"Sandaun (West Sepik) Province"
"Arem","Lao People's Democratic Republic, Viet Nam","Severely endangered","100",18.1771,105.3369,""
"Banawíç Yafi","Brazil","Vulnerable","100",-6.6427,-64.5996,""
"Bara (Colombia)","Colombia","Critically endangered","100",0.05,-70.1733,"Ubicados a lo largo de los caí±os Yapí_, Inambí_ y Macucí_ en las cabeceras de Caí±o Colorado y del rí_o Papurí_ y en el rí_o Tiquií© (Departamento de Vaupí©s). Poblacií_n total 500 personas"
"Bikaru","Papua New Guinea","Severely endangered","100",-4.8,143.0,"East Sepik Province"
"Boor","Chad","Critically endangered","100",10.2149,17.3721,""
"Burate","Indonesia","Severely endangered","100",-2.7811,135.9915,"Irian Jaya"
"Callahuaya","Bolivia (Plurinational State of)","Critically endangered","100",-15.1357,-69.1699,"Curva, near Charazani, province of Bautista Saavedra, department of La Paz"
"Comanche","United States of America","Severely endangered","100",34.6086,-98.3904,""
"Dabra","Indonesia","Vulnerable","100",-3.4092,139.0209,"South side of the lower Idenburg River, near Megambilis, Irian Jaya"
"Djinang","Australia","Definitely endangered","100",-12.3507,135.1098,""
"Dulbu","Nigeria","Critically endangered","100",9.985,10.0579,""
"Ghomara","Morocco","Critically endangered","100",35.0108,-5.5151,"Located in northern Morocco, between the rivers Oued Laou and Ouringa, north ofChefchaouen and south of Tetouan, just east of the Rif."
"Itelmen","Russian Federation","Critically endangered","100",57.1496,156.9012,"a small pocket on the western coast of central Kamchatka, mainly in the villages of Kovran and Upper Khayryuzovo in the south of Tigiläó» County in the southern corner of Koryak Autonomous District"
"Jebero","Peru","Critically endangered","100",-5.3097,-75.9814,"En Loreto, Prov. de Alto Amazonas, distrito de Jeberos. Poblados de Laguna y Santa Cruz."
"Jilbe","Nigeria","Critically endangered","100",11.749,14.5458,""
"Kalamo","Papua New Guinea","Severely endangered","100",-6.7,142.5,"Western Province"
"Kanowit","Malaysia","Severely endangered","100",2.0652,112.1489,"Sarawak, Malaysia"
"Karas","Indonesia","Severely endangered","100",-3.4585,132.6599,"Irian Jaya"
"Kiong","Nigeria","Critically endangered","100",5.2906,8.3523,""
"Kofei","Indonesia","Severely endangered","100",-2.3833,136.7907,"Irian Jaya"
"Likum","Papua New Guinea","Definitely endangered","100",-2.1651,146.6921,"Western part of Manus Island"
"Maricopa","United States of America","Severely endangered","100",33.3772,-112.1676,"Maricopa (or Pee-Posh) tribe of Arizona, most of whom live at the Maricopa Colony at Laveen, on the Gila River Reservation south of Phoenix, and in the community of Lehi on the Salt River Reservation northeast of Phoenix."
"Mohave (Arizona)","United States of America","Severely endangered","100",34.0231,-114.5045,"Fort Mojave Tribe, near Needles, California, and of the Mohave members of the Colorado River Indian Tribes, near Parker, Arizona"
"Mohave (California)","United States of America","Severely endangered","100",34.6905,-114.598,"Fort Mojave Tribe, near Needles, California, and of the Mohave members of the Colorado River Indian Tribes, near Parker, Arizona."
"Molo","Sudan","Critically endangered","100",10.898,34.2773,""
"Mulao","China","Severely endangered","100",26.5851,107.9524,""
"Mvanip","Nigeria","Critically endangered","100",6.7027,11.2225,""
"Nafi","Papua New Guinea","Severely endangered","100",-6.3999,146.802,"On the Busu River, north of Lae town, Morobe Province"
"Nemadi","Mauritania","Critically endangered","100",18.4118,-9.4482,"Around Tichit in the province of  Tagant"
"Ninam (Venezuela)","Venezuela (Bolivarian Republic of)","Vulnerable","100",4.5435,-63.5668,"Karun and Paragua rivers, state of Bolí_var (Venezuela)"
"Omagua (Peru)","Peru","Critically endangered","100",-4.0724,-73.103,"Loreto, carretera  Iquitos-Nauta, aldea de San Joaquin de Omaguas"
"Oroch","Russian Federation","Critically endangered","100",49.1781,139.7625,"now two isolated groups in Khabarovsk Region: one in Vanino County, near the town of Sovetskaya Gavanäó», including the villages of Datta and Usäó»ka-Orochskaya; and the other on the Amur River in Komsomoläó»sk County"
"Oroha","Solomon Islands","Severely endangered","100",-9.7686,161.51,"Malaita"
"Pauwi","Indonesia","Vulnerable","100",-1.8151,137.8193,"Irian Jaya"
"Piame","Papua New Guinea","Severely endangered","100",-4.9,142.85,"Sandaun (West Sepik) Province"
"Pyu","Indonesia","Severely endangered","100",-4.5,140.9,"Irian Jaya"
"Ruga","India","Critically endangered","100",25.2844,90.4614,""
"Sahaptin","United States of America","Severely endangered","100",44.7712,-121.2871,"The principal surviving Sahaptin communities are on the Warm Springs Reservation in northern Oregon (about 50 speakers of Tenino); on the Umatilla Reservation in northeastern Oregon, near Pendleton (25 to 50 speakers of Umatilla and Walla Walla); and at Toppenish on the Yakima Reservation in south-central Washington (about 25 fluent speakers and a larger number of less-fluent speakers of Yakima).  There is also a small Wanapam-speaking community near Priest Rapids Dam on the Columbia River.  A scattering of Sahaptin speakers can also be found among speakers of Okanagan and Nez Perce on the Colville Reservation in northeastern Washington. "
"Samatao","China","Critically endangered","100",24.9359,102.7935,""
"Seneca (United States of America)","United States of America","Severely endangered","100",42.3291,-78.868,"In three communities, in Cattatraugus, on Lake Erie; Allegany, in Salamanca; and Tonawanda, near Buffalo. "
"Senggi","Indonesia","Vulnerable","100",-3.4339,140.7685,"Irian Jaya"
"Shawnee","United States of America","Severely endangered","100",35.359,-96.9298,"There are three Shawnee groups in Oklahoma: Absentee Shawnee Tribe, Shawnee; Eastern Shawnee Tribe in Ottawa County; and the Loyal (Cherokee) Shawnee in northeastern Oklahoma."
"Shiwiar","Ecuador","Severely endangered","100",-2.2186,-76.8164,"Southern Provincia de Pastaza (between the Andoa and Zaparo territories).  There are 10 
Shiwiar communities: Bufeo, Chuinentsa, Juyuintsa, Kambantsa, Kawao, Kurintsa, Panintsa, Tanguntsa, Tunguintsa y Yandanaentsa."
"Shompen","India","Critically endangered","100",7.0245,93.8232,"living inside forests on Great Nicobar Island"
"Soo","Uganda","Critically endangered","100",2.161,34.5986,""
"Tai Nora","India","Critically endangered","100",26.8485,94.5648,""
"Tai Rong","India","Critically endangered","100",26.9024,94.757,"Assam, around Jorhat in Sibsagar Dt."
"Tangam","India","Critically endangered","100",29.1473,94.5538,"Arunachal Pradesh, West Siang Dt.; on upper Siang River valley, a few villages southeast of Tuting."
"Tariana (Brazil)","Brazil","Critically endangered","100",0.9228,-67.5439,""
"Tirahi","Afghanistan","Critically endangered","100",34.3139,70.3729,"southeast of Jalalabad"
"Ute (Colorado, Southern Ute)","United States of America","Severely endangered","100",37.115,-107.6331,"Southern Ute Tribe"
"Vehes","Papua New Guinea","Severely endangered","100",-6.9427,146.9311,"Morobe Province"
"Wik Ngathan","Australia","Definitely endangered","100",-14.9561,141.8884,""
"Xokleng","Brazil","Critically endangered","100",-26.5522,-49.0779,""
"Yangkam","Nigeria","Critically endangered","100",9.1048,9.8904,""
"Yarawata","Papua New Guinea","Severely endangered","98",-4.9377,145.4946,"Madang Province"
"O'odham (Mexico)","Mexico","Definitely endangered","94",31.5188,-112.7472,"Localities of Quitovac and others in the municipality of Plutarco Elí_as Calles; locality of San Francisco Píçpagos and others in the municipality of Caborca; municipality of Altar, in the state of Sonora"
